url,title,author,date,tags,text
https://www.breitbart.com/politics/2020/12/10/amid-rising-opposition-from-democrats-biden-struggles-to-defend-installing-retired-general-in-pentagon/,"Amid Rising Opposition from Democrats, Biden Struggles to Defend Installing Retired General in Pentagon",Kristina Wong,2020-12-10,defense,"Former Vice President Joe Biden (D) on Wednesday struggled to defend his decision to nominate Army Gen. (Ret.) Lloyd Austin as his defense secretary, amid rising opposition from Senate Democrats at the prospect of another retired general at the helm of the Defense Department.



In order to get Austin confirmed, Congress would have to grant Austin a waiver from a law that requires a defense secretary be out of uniform for at least seven years, aimed at upholding the principle of civilian leadership of the armed forces.



The waiver has only been granted twice in history.



Once for Army Gen. (Ret.) George Marshall, and more recently for Marine Gen. (Ret.) James Mattis. However, 17 Senate Democrats opposed a waiver for Mattis, arguing it undermined the principle of civilian leadership of the Pentagon, and many Democrats and Never Trumpers criticized Trump for appointing Mattis and other retired generals to senior civilian positions in his administration.



During a live-stream event introducing Austin, Biden seemed to go back and forth between touting Austin’s military service and recognizing the importance of civilian leadership of the Pentagon.



U.S. President-elect Joe Biden, with Vice President-elect Kamala Harris (L), nominates retired general Lloyd Austin (R) to be U.S. Defense Secretary, at The Queen Theater in Wilmington, Delaware on December 9, 2020. (JIM WATSON/AFP via Getty Images)



Biden said there was a “good reason” for the law that he “fully” understood and respected, but added he would not be asking for the waiver if he did not believe the “moment” in history called for it.



He then criticized President Donald Trump for putting the “civilian military dynamic” under “great stress in the past four years” and argued Austin would work “tirelessly” to get it back on track — but then went back to praising Austin’s service on the battlefield.



I have personally worked with this man. I’ve seen him lead American fighting forces on the field of battle. I’ve also watched him faithfully carry out the orders of the civilian leadership of this nation. There’s no doubt in my mind not any doubt whatsoever whether this nominee will honor and respect and on a day to day basis breathe life into the preeminent principle of civilian leadership over military matters in our nation.



Biden also called Austin “General” no fewer than 12 times — something Democrats had criticized Trump for doing with Mattis and others.



In addition, Biden used military cliches when describing Austin, including as “cool under fire” and a “soldier’s leader.” He thanked Austin’s family for “once again” sharing him with the country.



Sen. Kamala Harris (D-CA), who also spoke at the live-stream event, also called Austin “General” three times and praised him as “a seasoned, highly decorated, and trailblazing commander.” She said with this nomination, Austin would “continue his service.”



Biden, Austin, and Harris did not take questions, even as some journalists shouted out questions about the waiver.



Biden’s decision to choose a retired general was despite the 2020 Democratic Party platform vowing to end the Trump’s “distortion of civilian and military roles in decision-making.”



“We will reinstate national security policymaking processes that advance competent civilian control,” the platform said.



It is the hypocrisy of Biden’s pick that has an increasing number of Democrats wary.



Already, four Senate Democrats have indicated they will vote against a waiver, according to Axios.



Sens. Tammy Duckworth (IL), Elizabeth Warren (MA), Richard Blumenthal (CT), and Jon Tester (MT) have said they oppose a waiver for Austin.



Several other senators stopped short of opposing the waiver, but indicated they are uncomfortable with supporting one.



Three Senate Democrats Reject Waiver for Biden‘s Defense Pick https://t.co/a4uGzaPJon via @BreitbartNews



— Kristina Wong 🇺🇸 (@kristina_wong) December 9, 2020



Sen. Jack Reed (RI), the top Democrat on the influential Senate Armed Services Committee, said, “the preference would be for someone who is not recently retired.”



Sen. Tim Kaine (VA), another Democrat member of the committee said he had “great respect for General Austin’s leadership of CENTCOM and his deep experience with military operations,” but plans to “to closely evaluate the implications for waiving the National Security Act requirement twice in just four years.”



With four Democrat senators already opposing a waiver for Austin, even if Democrats win both Senate seats in Georgia for a 50-50 Democrat-Republican split in the Senate, Biden would need help from at least four Republican senators to pass a waiver to allow Austin to serve.



The picture is even worse if Democrats lose in Georgia. Biden would need at least six Republican senators to support a waiver for Austin.



Biden’s team has already begun outreach to Republican senators, but with the results of the election not yet official and Republicans eager to flex their muscles against Biden picks, Republican support could be difficult to come by, particularly given the partisanship from Democrats during the Trump administration.



Sen. Tom Cotton (R-AR), an Army veteran and a close Trump administration ally, tweeted out Tuesday his concern with Austin’s lack of experience in the Asia Pacific.



He tweeted out Biden’s op-ed in the _Atlantic_ explaining why he had chosen Austin and highlighted that mention of China — the nation’s top national security threat — was nowhere to be found.



pic.twitter.com/oF74hpTGGn



— Tom Cotton (@TomCottonAR) December 8, 2020



For his part, Austin — who would be the first black defense secretary if confirmed — vowed to come to the role as a “civilian leader.”



“I come to this role this new role as a civilian leader, with military experience to be sure, but also with a deep appreciation and reverence for the prevailing wisdom of civilian control of our military,” he said.



“I recognize that being a member of the president’s cabinet requires a different perspective and unique responsibilities from a career in uniform. And I intend to keep this at the forefront of my mind. And I look forward to surrounding myself with experience capable civilian appointees and career civil servants to enable healthy civil military relations grounded in meaningful civilian oversight,” he said.



 _ **Follow Breitbart News’s Kristina Wong onTwitter or on Facebook.**_
"
https://www.breitbart.com/politics/2020/12/02/donald-trump-threatens-to-veto-defense-bill-without-terminating-section-230/,Donald Trump Threatens to Veto Defense Bill Without Terminating Section 230,Charlie Spiering,2020-12-02,defense,"

President Donald Trump on Tuesday threatened a veto of the defense bill if it did not include legislation to end Section 230 protections for tech companies.



“Our Country can never be safe and secure if we allow it to stand,” Trump wrote on Twitter about Section 230, describing the provision as a “serious threat to our national security and election integrity.”



Section 230 of the Communications Decency Act grants broad legal protections to social media companies regarding content posted by users.



Trump wrote that “if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk.”



Section 230 allows social media companies as platforms that are not held legally responsible for content posted on their websites rather than publishers. But in recent years, platforms like Facebook and Twitter only exponentially increased decisions of censorship and removal of users from their service, calling their neutrality into question.



“Section 230, which is a liability shielding gift from the U.S. to ‘Big Tech’ (the only companies in America that have it – corporate welfare!), is a serious threat to our National Security & Election Integrity,” Trump wrote. “Our Country can never be safe and secure if we allow it to stand.”



Lawmakers of both parties support reigning in Big Tech with changes to Section 230, but many have stopped short of calling for an outright ban of the provision.
"
https://www.breitbart.com/middle-east/2020/10/06/u-s-house-bill-to-reinforce-israels-qualitative-military-edge/,U.S. House Bill to Reinforce Israel’s ‘Qualitative Military Edge’,Breitbart Jerusalem,2020-10-06,defense,"

(UPI) — Legislation was introduced in the U.S. House which essentially guarantees Israel’s qualitative military edge over Middle East countries.



The bill, led by Rep. Brad Schneider, D-Ill., calls for a commitment to Israel’s qualitative military edge, a legislated U.S. pledge to Israel under the Arms Export Control Act.



“This bill strengthens that commitment and reminds the administration of its obligations under the law,” Schneider said in a statement.



Introduced Friday, the legislation comes after Israeli concerns that President Donald Trump‘s administration plans to sell F-35 fighter planes to the United Arab Emirates.



Israel is currently the only Middle East country with the advanced fighter planes, and the UAE purchase could destabilize a balance of power, members of Congress have warned.



“With all due respect, it doesn’t take a rocket scientist to figure out that if Israel’s the only country in the Middle East that has F-35s, that selling it to someone else no longer produces that qualitative military edge in the air,” Sen. Bob Menendez, R-N.J., said at a Senate Foreign Relations Committee hearing on Sept. 24.



Schneider was joined in submitting the House bill on Friday by two Republicans and 13 Democrats, which seeks to reaffirm the role of congressional consultation regarding Israel’s qualitative military edge, a practice employed since the 1960s, in U.S. sale of arms, they said.



The bill would require the White House to report to Congress on how any arms sale would impact Israel within 60 days.



While not providing Israel with blanket veto power over U.S. sales, “Israel is our single most important ally in the Middle East, and Congress will not let any President undermine her security with unapproved weapons sales,” Schneider said.
"
https://www.breitbart.com/politics/2020/08/26/retired-lt-gen-keith-kellogg-trump-has-reversed-decline-of-our-military/,Retired Lt. Gen. Keith Kellogg: Trump Has Reversed Decline of Our Military,Kristina Wong,2020-08-26,defense,"

Retired Army Lt. Gen. Keith Kellogg, national security adviser to Vice President Mike Pence, on Wednesday touted President Donald Trump’s foreign policy accomplishments, including the rebuilding of the U.S. military after nearly a decade of decline under the Obama administration.



Kellogg said in an address during the Republican National Convention that Trump, in his three-and-a-half years, has “reversed the decline of our military and restructured our national security strategy.”



“With historic investment and vision, our military is now better equipped, better resourced, and better manned than any military in the world,” he added.



The U.S. military’s readiness declined dramatically during the Obama administration as deep defense cuts of $1 trillion kicked in. Congress worked to prevent the cuts from being fully implemented, but the Pentagon still took a deep hit and military readiness suffered dramatically.



Kellogg said he has witnessed leadership under Trump, drawing upon his own service:



In 1967, at the age of 22, I volunteered to serve my country in Vietnam. From the jungles of Vietnam to the deserts of Iraq, I have gone where my nation asked. I have borne witness to soldiers’ last moments on earth, their lives spent in the hope and promise of a better future for all Americans.



He also recalled serving in the Pentagon when it was attacked on September 11, 2001:



I lost friends there that day. In the years that followed, I watched my daughter, son, and son-in-law deploy to Afghanistan. I have looked into the eyes of my grandchildren as they said goodbye to their fathers and hugged them one last time.



“I lived service. I understand sacrifice. I know leadership,” he said.



He said he has witnessed every major foreign policy and national security decision by Trump.



“I have been in the room where it happened. I saw only one agenda and one guiding question when tough calls had to be made … ‘is this decision right for America?'” he said.



He said before Trump took office, decades of “failed foreign policy had crippled us.”



He cited “wars without end in sight, creation of failed states like Libya and Syria, a past that allowed a terrorist caliphate to grow, and leadership in Washington that allowed our military to atrophy while we spent trillions of dollars abroad instead of investing at home.”



He said Trump “demolished the terrorist ISIS Caliphate in the Middle East and eliminated its leader, al-Baghdadi, one of the world’s most brutal murderers.”



Kellogg also said Trump took decisive action by ordering a U.S. strike against Iranian terrorist mastermind Qasim Soleimani — a man responsible for the deaths of hundreds of American servicemen in Iraq.



He said that Trump has succeeded in getting NATO allies to invest more in Europe’s defense.



“When our NATO allies failed to meet their commitments as we upheld ours, President Trump demanded parity. NATO members have now increased their contributions over $100 billion this year, and NATO’s Secretary-General credits President Donald J. Trump,” he said.



“President Trump challenged, and continues to challenge, an increasingly provocative and militant China,” he said.



But, he added, Trump “is no hawk.”



“He wisely wields the sword when required, but believes in seeking peace instead of perpetual conflict,” he said.



Kellogg pointed out the peace agreement Trump brokered between the United Arab Emirates and Israel — “the first in the Middle East in over 25 years.”



This week, he said, Afghan negotiators — with help from American officials — will start peace negotiations between the Taliban and the Afghan government to end America’s longest war.



He urged Americans to look at Trump’s record:



Ask yourself, has this President kept his promises to keep us out of needless conflicts and to pursue ending wars without end? Has he defended your interests in renegotiating trade deals that previously hurt Americans and our national security? Has he fulfilled his Commander in Chief role by decisively going after our Nation’s enemies?



You and I know, the answer is yes. The choice is clear. This is the most important election of our lifetimes. The next four years will decide the course of our country for decades to come. I am asking you to stand up and be counted, so we never have to look back and recall what it was once like in America when men and women were free, our families were secure — and we had a president who served the people.



 _Follow Breitbart News’s Kristina Wong onTwitter or on Facebook._
"
https://www.breitbart.com/asia/2020/05/19/china-boost-military-budget-citing-defense-threats-u-s/,China to Boost Its Military Budget Citing ‘Defense Threats’ from U.S.,Gabrielle Reyes,2020-05-19,defense,"

China expects to increase its defense budget for 2020 citing increased “defense threats from Western countries led by the U.S.” according to a report by the state-run _Global Times_ on Tuesday.



The 2020 draft defense budget is expected to be released this Friday when the National People’s Congress (NPC), China’s rubber-stamp legislature, convenes in Beijing. According to the article, which cites Chinese military “experts,” the budget could increase by up to six percent to 1.25 trillion yuan (about $1.77 billion).



The report claimed that the “COVID-19 [Wuhan coronavirus] pandemic has raised additional national defense demands” due to increased military threats from Western countries, especially the U.S. “Since the start of 2020, the U.S. has been frequently sending warships and warplanes into the South China Sea,” the article says.



The article fails to explain that the U.S. has been forced to increase its military presence in the South China Sea as a direct response to Chinese-initiated provocations in the region. The U.S. military, along with other Western countries like Australia, has deployed warships and fighter jets to operate near southeast Asian countries bordering the sea in a show of support after they were bullied by the Chinese military in recent weeks.



In April, the U.S. and Australia supported Malaysia by deploying warships to its waters after a Chinese fleet followed a Malaysian drillship for an entire month trying to thwart its oil exploration activities, which it eventually did. Beijing illegally claims to have sovereign rights over the waters and natural resources explored by Malaysia within its own exclusive economic zone.



China “needs to continue expanding its naval arsenal and conduct frequent patrols and exercises in related waters to safeguard territorial integrity and national sovereignty,” said one Chinese military expert interviewed for the report. Beijing’s claims to “sovereignty” over “related waters” such as the South China Sea have no legal standing and were dismissed by an international court ruling in 2016. China claims practically the entire sea, forging ahead despite the ruling to establish a significant military presence in the waters. This presence has increased sharply in recent years and especially in recent months with the world distracted by the Wuhan coronavirus pandemic.



The _Global Times_ article cites an April report on world military expenditures in 2019 released by the Stockholm International Peace Research Institute (SIPRI) in an effort to demonstrate that the U.S. spends significantly more on its defense budget than China: “According to [the SIPRI] report, the U.S. drives global military expenditure growth, spending a whopping $732 billion in 2019. By comparison, China only spent $261 billion. The number for China in the report is higher than China’s official figure.”



Although the article’s authors fail to explain why they would cite a military expenditures report they allege to be inaccurate in terms of their own country’s defense budget, the admission that China’s actual military budget differs from that officially reported seems most significant.



According to a March report by national security news site Defense One, the discrepancies between the military budget released by the Chinese Communist Party (CCP) and its true figures have long been established, a byproduct of a military run by the Communist party, in which aspects of the military pervade political and economic life.



Further complicating accurate comparisons are the unique characteristics of China’s party-run military, such as military-civil fusion, usage of state-owned enterprise, theft of intellectual property, and the embedding of party organizations in private companies. Some of these elements, even if known, are simply unquantifiable.”



According to the article’s author – a military defense budgeting analyst – the best way to discern an accurate defense budget from the CCP’s intentionally obscure figures is to “remove all military R&D [research and development] from the calculations,” as China fails to account for R&D in all military expenditures released to the public.



“[T]he [Communist] party-government omits and withholds data to project a non-threatening image of its People’s Liberation Army [PLA],” the article explained.



China alludes to this hidden military development in its Tuesday report, claiming that “[a]n expanding defense budget would also give more funding to China’s military research and development [R&D], which is actually boosting domestic demand at a time when exports are being hit by the [Wuhan coronavirus] pandemic.”



According to the April 2020 SIPRI report, China remains “the world’s second-largest military spender” and “is estimated to have allocated $261 billion to the military in 2019—equivalent to 14 percent of global military expenditure. Its military spending in 2019 was 5.1 percent higher than in 2018 and 85 percent higher than in 2010.”



Defense One’s March report calculated that China’s military budget is “about 87 percent of America’s” after accounting for the CCP’s manipulation of publicly-released data.
"
https://www.breitbart.com/politics/2019/12/23/trump-signs-defense-bill-ushering-in-benefits-reforms-for-military-family-members/,"Trump Signs Defense Bill Ushering in Benefits, Reforms for Military, Family Members",Kristina Wong,2019-12-23,defense,"

President Donald Trump signed into law a defense bill on Friday that ushered in significant reforms for military families.



The 2020 National Defense Authorization Act, which authorized $738 billion in defense spending for the current fiscal year, contains the largest pay raise for members of the military in a decade, at 3.1 percent.



“As we head into Christmas, I am proud to report that we are giving every soldier, sailor, airman, Coast Guardsman, and Marine a well-earned pay raise. In January, each of you will see the largest increase that you have had in such a long time,” Trump said Friday before signing the bill.



The bill also doubled the reimbursement amount for state licensure expenses incurred by military spouses as they move from duty station to duty station in the U.S.



It also eliminated the so-called “widow’s tax,” which blocked certain benefits for families of the fallen.



The “widow’s tax” allowed widows to qualify for survivor benefits from only one program even if they qualified for several different programs under the Department of the Defense and the Department of Veterans Affairs. For every dollar received under that one program, a dollar would be taken away from money received under the other programs.



“The tax is gone,” Trump said. “That was very important to us. The ‘widow’s tax’ is gone.”



The bill also tackles the military housing crisis, which has seen thousands of military families sickened and displaced from their military base homes due to mold, lead, pests, or other dangerous conditions.



The bill creates a tenant’s bill of rights for service members and their families **,** bans private housing contractors from imposing nondisclosure agreements, and standardizes assessments to monitor health hazards, among other requirements.



The bill also allows members of the military for the first time to file claims against the Pentagon for medical malpractice, inspired by the case of Green Beret Richard Stayskal, who currently has Stage 4 lung cancer after a military doctor misdiagnosed him years ago.



Although the bill does not repeal the Feres doctrine preventing service members from suing the military, it authorizes the Secretary of Defense to allow, settle, and pay an administrative claim against the United States for personal injury or death of a service member as the result of medical malpractice caused by a Department of Defense health care provider.



The bill also authorizes 12 weeks of paid parental leave for federal civilian employees after the birth or adoption of a child, a top priority of first daughter and White House adviser Ivanka Trump, who was present at the bill’s signing on Friday.



“After years of unrealized promises by other politicians, I honor my commitment today as I sign paid parental leave for the federal civilian workforce. That’s paid, into law,” Trump said.



“That’s a very big thing: paid parental leave. Another thing that they’ve been trying to get for many years.”





_**Follow Breitbart News’s Kristina Wong onTwitter or on Facebook.**_
"
https://www.breitbart.com/2020-election/2019/10/15/joe-biden-touts-foreign-policy-expertise-at-democrat-debate-despite-troubled-history/,"Joe Biden Touts Foreign Policy Expertise at Democrat Debate, Despite Troubled History",Haris Alic,2019-10-15,defense,"

Joe Biden attempted to paint himself as an expert on foreign policy at the fourth Democrat presidential primary debate on Tuesday, despite his decades-long history of “judging the [international] situation incorrectly.”



“We have an erratic, crazy president who knows not a damn thing about foreign policy and operates out of fear for his own reelection,” Biden said, proceeding to attack President Donald Trump for his decision to pull U.S. troops out of northern Syria.



Biden said:



It has been the most shameful thing that any president has done in modern history in terms of foreign policy. The fact of the matter is [that] I have never seen [such] a time and I’ve spent thousands of hour in the situation, I’ve spent many hours on the ground in those very places in Syria.



Despite Biden’s tough rhetoric and his positioning as an expert on international matters, the former vice president has long been castigated by members of the military and national security officials over his foreign policy credentials. In particular, Biden has faced consternation for supporting the Iran Nuclear Agreement, proposing a controversial agenda for partitioning Iraq, and downplaying the threat posed by China.



Some of the former vice president’s biggest critics have been Defense Secretaries Robert Gates and James Mattis, two men beloved by the international affairs experts.



Gates, who led the Pentagon under both George W. Bush and Barack Obama, asserted during a May interview with CBS’s _Face the Nation_ he stood by statements made in his 2014 memoir that Biden had “been wrong on nearly every major foreign policy and national security issue over the past four decades.” The show’s host, Margaret Brennan, looped Gates’ prior comments into a broader question about whether Biden had the ability to “be an effective commander-in-chief.”



“I don’t know, I don’t know,” Gates said. “I stand by that statement. He and I agreed on some key issues in the Obama administration, we disagreed significantly on Afghanistan and some other issues.”



“I think that the vice president has some issues with the military, so how he would get along with the senior military and what that relationship would be,” Gates continued. “I just think it would depend on the personalities at the time.”



Mattis, a former general who served as Trump’s first defense secretary, echoed a similar sentiment in his newly released book.



Biden “exuded the confidence of a man whose mind was made up, perhaps even indifferent to considering the consequences were he judging the situation incorrectly,” Mattis wrote when discussing the former vice president’s strategy for the Iraq War.
"
https://www.breitbart.com/2020-election/2019/08/15/senate-finance-committee-probes-biden-linked-chinese-military-boosting-tech-sale/,"Senate Finance Committee Probes Biden-Linked, Chinese Military-Boosting Tech Sale",Haris Alic,2019-08-15,defense,"

The Senate Finance Committee is probing the Obama administration’s 2015 decision to approve the sale of a U.S. company with insight into “military applications” to the Chinese government and an investment firm run by former Vice President Joe Biden’s youngest son, Hunter Biden.



Sen. Chuck Grassley (R-IA), the committee’s chairman, sent a letter to the Treasury Secretary Steve Mnuchin on Thursday requesting documents relating to the sale of Henniges, a Michigan-based automotive company, to Aviation Industry Corporation of China (AVIC) and Bohai Harvest RST (BHR). The latter was formed in 2013 by a merger between a subsidiary of the Bank of China and Rosemont Seneca, a firm started by Hunter Biden and Chris Heinz, the stepson of former Secretary of State John Kerry.



Since AVIC was a subsidiary of the Chinese government and Henniges, the producer of “dual-use” anti-vibration technology with military application, the deal required approval from the Obama administration’s Committee on Foreign Investment in the United States (CFIUS). The panel — made up of representatives from 16 different federal bodies, including the departments of State, Treasury, and Defense — is required to review any transaction that could lead to a foreign person gaining control of an American business.



In question is whether CIFUS was influenced by Obama administration officials, most notedly Joe Biden and John Kerry, who had an interest in seeing the deal move forward.



“The direct involvement of Mr. Hunter Biden and Mr. Heinz in the acquisition of Henniges by the Chinese government creates a potential conflict of interest,” Grassley wrote.



The senator noted in his letter that AVIC’s bid for Henniges should have immediately set off alarm bells in the Obama White House. In 2007, AVIC “reportedly involved in stealing sensitive data regarding the Joint Strike Fighter program,” which it later “reportedly incorporated … into China’s J-20 and J‑31 aircraft.”



Even more troubling, however, is that bid was facilitated at the same time China was staking out a more adversarial role in global affairs. At the time, Beijing was suspected of undermining U.S. cybersecurity by underwriting hackers stealing governmental data. There was also simmering tension over disputes in the South China Sea.



Despite the threat to national security, the $600 million deal was approved by CIFUS, with AVIC purchasing 51 percent of the company and BHR taking ownership of the other 49 percent. Upon purchase, an industry newsletter stated the deal was the “biggest Chinese investment into US automotive manufacturing assets to date.”



In his letter to Mnuchin, Grassley compared the deal to the Uranium One scandal, which arose when former Secretary of State Hillary Clinton approved the sale of a Canadian mining company to Rosatom, the state-owned Russian nuclear energy conglomerate. It later emerged that both investors in the company and Russian energy officials had donated heavily to the Clinton Foundation.



“As with the Uranium One transaction, there is cause for concern that potential conflicts of interest could have influenced CFIUS’ approval of the Henniges transaction,” Grassley wrote. “Accordingly, Congress and the public must fully understand the decision-making process that led to the Henniges approval and the extent to which CFIUS fully considered the transaction’s national security risks.”



This is not the first time that Hunter Biden’s ties to China have caused grief for his father’s political career. As Peter Schweizer, a senior contributor at Breitbart News, revealed in his bestselling book _Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends_, Hunter Biden signed the $1.5 billion deal creating BHR in 2013 only ten days after visiting China aboard Air Force Two with his father.
"
https://www.breitbart.com/middle-east/2019/08/12/in-wake-of-f-35-snub-turkey-mulls-purchase-of-russian-su-35-report/,Report: Turkey Mulls Purchase of Russian Su-35 after U.S. Nixes F-25 Deal,Deborah Danan,2019-08-12,defense,"

 **TEL AVIV – After the U.S. announced last month that it wouldnot sell Turkey F-35s due to Ankara’s procurement of the Russian-made S-400 missile defense system, Turkish authorities are now considering buying Russian Su-35 fighter jets, a Turkish daily reported Sunday.**



According to _Yeni Safak_ , the country’s Presidency of Defense Industries (SSB), Turkish Air Force Command and other relevant authorities have been asked to investigate the possibility of purchasing the Russian jets.



Turkish officials have yet to comment on the report.



According to Russian news site Sputnik, Russia’s state-controlled arms agency Rosoboronexport offered to sell Su-35 fighters to Ankara.



The U.S. stopped Turkey’s F-35 program due to the belief that the country’s purchase of the Russian missile defense system risks the security of NATO members and constitutes a clear violation of a 2017 law threatening sanctions for any purchase of sophisticated Russian technology — the Countering Russian Influence in Europe and Eurasia Act of 2017.



The White House at the time said, “The F-35 cannot coexist with a Russian intelligence collection platform that will be used to learn about its advanced capabilities.”



Russia’s S-400 is considered one of the most advanced air-defense systems in the world.



At the time of the purchase, President Donald Trump blamed the Obama administration for never reaching a deal to sell a comparable American missile defense system to Turkey.



“Because they have a system of missiles that’s made in Russia, they’re now prohibited from buying over 100 planes,” Trump said of Turkey during a Cabinet meeting. “I would say that (F-35 manufacturer) Lockheed isn’t exactly happy. That’s a lot of jobs. And frankly I’ve always had a very good relationship” with Turkish President Recep Tayyip Erdoğan.



Trump said the decision to ban F-35 sales was one he was making reluctantly, as the F-35 is the world’s largest defense program and has already generated $12.9 billion worth of orders.



“We are now telling Turkey that because you have really been forced to buy another missile system, we’re not going to sell you the F-35 fighter jets,” the president said. “It’s a very tough situation that they’re in and it’s a very tough situation that we’ve been placed in, the United States. With all of that being said, we’re working through it, we’ll see what happens. But it’s not really fair.”



“Because of the fact he bought a Russian missile, we’re not allowed to sell him billions of dollars worth of aircraft. It’s not a fair situation,” Trump added.



Speaking to Turkish ambassadors in Ankara last week, Erdogan slammed the U.S.’s accusation that the purchase of the S-400s put Turkey’s commitment to NATO into question.



“There is no concrete evidence showing the S-400s will harm the F-35s or NATO, nobody should deceive each other. Many NATO member states have purchased from Russia. We don’t see this being turned into a crisis,” Erdogan said, according to Reuters.
"
https://www.breitbart.com/politics/2019/07/02/james-clapper-previously-conceded-obama-admin-hardened-north-koreas-nuclear-positions/,James Clapper Previously Conceded Obama Admin Hardened North Korea’s Nuclear Positions,Aaron Klein,2019-07-02,defense,"

NEW YORK — James Clapper, who served as director of national intelligence for Barack Obama, has been making the rounds in the news media downplaying the prospect of President Donald Trump achieving a breakthrough in nuclear talks with North Korea.



Clapper left out how in his own recently published book, he admitted the Obama administration’s military campaign that brought about the downfall of Libya’s Muammar Gaddafi likely served as a lesson for Iran and North Korea not to give up their own nuclear programs. Gaddafi in 2003 voluntarily agreed to give up his decades-old nuclear weapons program and opened the country to nuclear inspectors.



“I personally don’t believe the North Koreans have long term any intent to denuclearize,” Clapper said on CNN when asked about Trump’s meeting with Kim Jong-un. “Why should they? It’s their ticket to survival, and they’re just not going to do that.”



Clapper made similar remarks to NPR, lecturing: “Demanding that the North Koreans give up what they consider is fundamental to their national survival has not proven real profitable, if you will, for this administration or previous administrations. So perhaps another approach might be in order.”



In his book, _Facts and Fears: Hard Truths from a Life in Intelligence_ , Clapper explains the Obama administration’s actions to depose Gaddafi as part of the so-called Arab Spring and despite the Libyan strongman’s disarmament may have hardened the positions of Iran and North Korea, making those countries less likely to agree to nuclear disarmament.



Clapper wrote (emphasis added):



As someone whose fingerprints were on the faulty National Intelligence Estimate that led the United States to invade Iraq, I certainly knew we were fallible, and as someone who’d helped fight the forces of chaos unleashed after we’d removed Saddam Hussein and Muammar Gaddafi from power, I was well aware that the actions we took from initial good intentions could have horrific unintended consequences.



…



Nine days after the hearing, with a UN resolution in hand, the US military began taking out Libyan air defenses, first with cruise missiles, and then with escorted bombing runs. With help from the British, French, and Canadian air forces, and drawing on targets identified by multinational intelligence efforts, the US military established a safe no-fly zone in four days and turned the mission over to NATO control. Gaddafi pleaded for the United States and then NATO to stop the attacks, citing his cooperation with weapons inspectors, his voluntary disarmament of his nuclear program, and his restraint from using chemical weapons in his current civil struggle. It was far too late, and no one in the West paid attention. **However, I believe North Korea and Iran took careful note of what happens when you give up your nuclear program, and Bashar al-Assad in Syria saw what happens to dictators who show restraint.**



 ** _Aaron Klein is Breitbart’s Jerusalem bureau chief and senior investigative reporter. He is a New York Times bestselling author and hosts the popular weekend talk radio program, “Aaron Klein Investigative Radio.” Follow him on Twitter @AaronKleinShow. Follow him on Facebook._**



 ** _Joshua Klein contributed research to this article._**
"
