nan
nan
"Tucked away in volume three of the technical data for Britain’s £53bn high speed rail project is a table that shows 20m tonnes of concrete will have to be poured to build the requisite 105 miles of track, culverts, bridges and tunnels. It is enough, it has been calculated, to pave over the entire city of Manchester. A more modest 3 million tonnes of concrete will be needed to construct the Hinckley B nuclear power station in Somerset, and the proposed new runway at Heathrow will require one million tonnes.  Cement, the key component of concrete and one of the most widely used manmade materials, is now the cornerstone of global construction. It has shaped the modern environment, but its production has a massive footprint that neither the industry nor governments have been willing to address. This week Guardian Cities investigates the shocking impact of concrete on the planet, to learn what we can do to bring about a less grey world. Our species is addicted to concrete. We use more of it than anything else except water. Like that other manmade wonder material, plastic, concrete transformed construction and advanced human health. But, as with plastic, we are only now waking up to its dangers. Concrete causes up to 8% of global CO2 emissions; if it were a country it would be the world's worst culprit after the US and China. It fills our rubbish dumps, overheats our cities, causes floods that kills thousands of people – and fundamentally changes our relationship to the planet. Can we kick our addiction, when it's so hard to imagine modern life without it? In this series of articles, Concrete Week will explore the impact of the material on our environment and us, and look at alternative options for the future. Chris Michael, Cities editor Because of the heat needed to decompose rock and the natural chemical processes involved in making cement, every tonne made releases one tonne of C02, the main greenhouse warming gas. Including the new Crossrail line through London, the building of Britain’s four largest current construction projects will, if completed, together emit more than 10m tonnes of CO2 – roughly the same amount as a city the size of Birmingham, or what 19 million Malawians emit in a year. Nearly 6% of all UK greenhouse gas emissions, and up to 8% of the world’s, are now sourced from cement production. If it were a country, the cement industry would be the third largest in the world, its emissions behind only China and the US. So great is its carbon footprint that unless it is transformed and made to adopt cleaner practices, the industry could, on its own, jeopardise the whole 2015 Paris agreement which aims to hold worldwide temperatures to a 2C increase. To bring it into line, the UN says its annual emissions need to fall about 16% in the next 10 years, and by far more in the future. While some of the biggest cement companies have reduced the carbon intensity of their products by investing in more fuel-efficient kilns, most improvements gained have been overshadowed by the massive increase in global cement and concrete production. Population increases, the urban explosion in Asia and Africa, the need to build dams, roads and houses, as well as increases in personal wealth have stoked demand. Annual cement production has quadrupled from nearly one billion to over 4 billion tonnes a year in 30 years. In the next decade it is expected to increase a further 500m tonnes a year. Unless there is a dramatic change, cement emissions are expected to continue to rise beyond 2050. Industry leaders are now embarrassed, aware that they are in danger of being financially penalised and tarred as climate laggards who refuse to change in the face of the climate emergency. They well know that not only is it quite possible to build most structures safely without cement, but their own research has shown that green, cement-like products using recycled byproducts which are just as strong can be made from other industries, such as steel slag, fly ash from coal-fired facilities or some types of clay. Instead they trust that nascent technologies like carbon capture and storage which could allow emissions to be buried will come on stream, and that more efficient plant will reduce cement emissions by as much as 20-25%. This is wishful-thinking. The great bulk of the industry is inherently conservative, ignorant of the alternatives to cement and reluctant to adopt change. Conventional, or Portland, cement is trusted to be safe and strong and developers continue to specify it because it is cheap and the alternatives are not well-known. Without major demonstration projects showing what is possible, and the education of architects and planners, progress will be incremental and possibly too late. But technological change will not alone drive cement emissions down fast enough. What is needed to speed up cuts is a global cement, or concrete tax. Only if the whole industry is forced to pay far more for the emissions of its product will companies shift to cleaner practices. A specific cement tax would fit well into the growing clamour for a simple revenue-neutral global carbon tax. These have been proposed and adopted on a limited basis for over 20 years, but the cement industry has strongly lobbied against them in Europe, the US, Canada and elsewhere. Indeed, such is the industry’s influence that governments have not only been shy to adopt anything more than token restrictions, but have been encouraged to promote giant concrete-intensive projects like HS2 and massive road building programmes. In Europe, where an emissions trading scheme has repeatedly stuttered, carbon regulation on cement makers has perversely resulted in windfall profits for the industry and no emission cuts. There are now at least 70 national and regional carbon tax schemes covering possibly 20% of all global emissions. Some, like those imposed in Norway, Sweden and Finland, are straight taxes; others, including California, the EU, China and South Korea, are emission-trading schemes which issue permits for industries to pollute. The consensus is that the carbon in all these schemes is still priced way too low to drive change and to encourage fuel-intensive industries like cement to change practices. At best, the carbon schemes have encouraged cement makers and other big emitters to relocate to avoid charges. Studies suggest that direct taxes not only cut emissions better than “cap and trade” schemes, but also raise more money. A high global cement tax, the theory goes, would concentrate industry’s minds and massively reduce demand for carbon-intensive cement, but any tax that raise energy prices would be very unpopular. The solution, say some economists, is to make a cement or carbon tax “revenue neutral”, with money raised from industry returned to people in the form of tax rebates to offset any rise in energy bills, or used to specifically reduce other emissions. Where similar approaches have been used, as in Switzerland which has a tax on heating fuel, or New Zealand, high carbon taxes have proved both popular and effective. The cement industry has transformed the world and enriched both itself and mankind. But it now threatens to tip the environment into uncontrolled warming. It’s now payback time and the industry must respond urgently to the problem it has helped to create. Guardian Concrete Week investigates the shocking impact of concrete on the modern world. Follow Guardian Cities on Twitter, Facebook and Instagram and use the hashtag #GuardianConcreteWeek to join the discussion or sign up for our weekly newsletter"
nan
"This one has to succeed. It is not just that the youth climate strike, now building worldwide with tremendous speed, is our best (and possibly our last) hope of avoiding catastrophe. It is also that the impacts on the young people themselves, if their mobilisation and hopes collapse so early in their lives, could be devastating. To help this movement win, we should ask why others lost. We should ask, for instance, why Occupy, despite the energy and sacrifices of so many, came to an end, while the institutions it confronted remain intact. We should wonder why the global justice movement of the late 1990s and early 2000s, despite the numbers involved, their courage and determination, has not changed the world. We should consider why Podemos, the Spanish party that rose so high on the optimism of the indignados movement, now seems to be spiralling into recriminatory collapse. Much of what I propose here is controversial, and I can't promise I've got it right Those of us who witnessed these disappointments have, I feel, a painful duty to be as honest about them as possible, to help ensure their failures are not repeated. Much of what I propose here is controversial, and I can’t promise I’ve got it right. So my first advice is this: don’t listen only to me. A central task for any campaign is to develop a narrative: a short, simple story explaining where we are, how we got here and where we need to go. Using the narrative structure common to almost all successful political and religious transformations, the restoration story, it might go something like this. “The world has been thrown into climate chaos, caused by fossil fuel companies, the billionaires who profit from them and the politicians they have bought. But we, the young heroes, will confront these oligarchs, using our moral authority to create a movement so big and politically dangerous that our governments are forced to shut down the fossil economy and restore the benign conditions in which humans and other species can thrive.” This restoration narrative, I think, could be greatly strengthened by recent findings suggesting that ecological recovery – restoring forests, salt marshes, peat bogs, the seabed and other crucial ecosystems – could, by drawing carbon dioxide from the atmosphere, make a massive contribution towards preventing climate breakdown. (I’ll write about that when I finish my research on the subject, in a few weeks). A successful movement should also define a clear and tangible objective, perhaps a date by which nations achieve a zero-carbon economy. It could recommend a pathway, such as a ramped-up version of the green new deal proposed by the most progressive Democrats. If so, it will need to set a series of waymarks, by which it can judge whether or not governments are on track. This ensures that the activists, rather than the government, keep setting the agenda. This objective should be supported by a set of irreducible principles that can be explained and spread with pride and conviction. Here are a couple of possible examples. “Human life is not negotiable, it cannot be exchanged for money.” “Those generations that are yet to be born have the same rights as those already alive.” Clear principles appear to be essential to the long-running success of a campaign. A fascinating report in the online magazine Truthout explains how indigenous people living around Lake Texcoco in Mexico confronted a $13bn international airport – one of the biggest infrastructure projects in Latin America – and, across 17 years, and despite all predictions, won. The campaign was built on the principle that their land and community were not for sale, however much money might be offered. This ensured that the Mexican government’s only remaining strategy was force. But the people had created such strong community organisations and attracted so much support from other Mexicans that force ceased to be an option. This suggests another crucial element: a protest community strong enough to resist all attempts at division and co-option. Such communities do not arise by accident but are consciously and carefully constructed, often with the help of training, music and fun. They must be strong enough to support people threatened by despair, burnout or breakdown, especially when the response gets nasty. Already, conspiracy theories are being spread by politicians and the media, suggesting that the young people have been organised by unknown sinister forces: after all, how could children possibly organise themselves? Greta Thunberg, whose school strike sparked this movement, has written a response far more dignified and mature than the articles attacking her. But the nastiness has only just begun. As some of us can testify, the viciousness of the lobby groups funded by the fossil fuel industry, and the publications that amplify their message, knows no limits. As we have already seen, they treat even children as fair game. I would suggest that the climate strikers develop clear rules of engagement, in order to give their opponents no ammunition. In my view, the global justice movement was gravely damaged by its failure to exclude or contain the black bloc: people dressed in black, some of whom came to protests tooled up for a fight and often smashed up random local businesses, denting support for the mobilisation with every blow. Some people in the movement believed that everyone had a right to join it on whatever terms they wished. I see this as an unaffordable indulgence. A good exercise is to ask yourself what the police and authorities would most like to happen, then do the opposite. They would love a violent faction to emerge that would erode the young strikers’ credibility and provide an excuse to send in the riot police and break up the protests. Never give them this excuse. Successful movements also need an organisational model that allows them to keep growing. One promising approach is Big Organizing, through which campaigners create proliferating networks, each branch of which trains the branches that grow from it. It helped Alexandria Ocasio-Cortez take her seat in the United States Congress. They need clever, funny and innovative tactics, which take opponents by surprise and create a sense of forward momentum. Designing such tactics, narratives and principles is, I believe, best done by a small number of people, then put to the wider group for approval. I saw how Occupy became bogged down in the impossible process of developing complex policies through consensus. All this is a lot to dump on young people. But there are plenty of veterans, many of whom have far more experience than I do, who are ready to offer advice and help. Any support must come on the young strikers’ terms: they lead, we follow. But they carry a terrible burden: this is a struggle they cannot afford to lose. We will help them lift it if they wish. • George Monbiot is a Guardian columnist"
"Whenever Australia starts to have a serious conversation about addressing climate change, headlines appear in newspapers of an economic apocalypse. This happened again in the Australian this week based on work by a long-standing economic modeller of climate policy, Brian Fisher. So, what do economic modelling exercises tell us of the impact of reducing Australia’s contribution to global warming, and more importantly, what do they not? Should we cower in fear of action or embrace the inevitable change and manage the human and economic costs of transition?  Firstly, economic modelling results are not predictions. They are based on hypothetical future worlds. Economists try to capture the dynamics of economic systems in their models to understand the relative impact of different policy options. This means they are always wrong because economists can’t predict the future. Economic modellers are not the crystal ball gazers we read about in fantasy books. Leading energy commentator and founder of Bloomberg New Energy Finance, Michael Liebreich, sums this up nicely. His graph shows what US government energy models have been projecting over the years compared with what is happening in the real world. Over and over again models have failed to capture how fast the cost of clean energy has been falling and the scale at which it would be deployed. This does not mean the economic models are not useful, it just means they should be used to test the relative impact of different policy options and not be presented as predictions of the future. They have a long history of overestimating the costs of environmental regulations because people and markets can innovate faster than they often expect. Secondly, the way economic modelling results are presented is very important. Industry groups in particular like to attach themselves to particular results and scream that thousands of jobs will be lost, or wages will be slashed. This is designed to scare people into not acting on climate change by making them feel insecure in their lives. The headlines in the Australian did just this. It is also dishonest because they also don’t clearly put the results in the context of the broader change in the economy. (David Gruen, one of Australia’s top economic officials gave a great speech about this in 2008 to illustrate how long this silliness has been going on.) To illustrate my point, the economic impacts Fischer has projected for different emissions targets are in the same ballpark of those projected for work commissioned by the Department of Foreign Affairs and Trade a few years ago. This work also presented results in a similar way to the Australian. However, what is also showed is that the economy, jobs, income, etc continued to grow regardless. We keep getting richer and have more jobs, we just do so at a slightly slower rate.  Thirdly, because Australia exports a lot of coal and other emissions-intensive products to other countries, what they do matters an awful lot to the Australian economy. As other nations reduce emissions, demand for these products falls regardless of what we do. It has been established for some time that a significant part of the economic impacts of climate change on Australia comes from things we can’t control and this is generally presented in the results (see here for an example). While he does not report this, Brian Fisher knows this because he spearheaded economic analysis in the 1990s that was targeted at convincing Japan, one of our major coal markets, it would be too costly for them to reduce emissions. Lastly, whenever these headlines are blasted across the papers one point is always lost: these results don’t include the cost of climate change itself. This summer, we have again seen a glimmer of what climate change will mean for Australia. Recent economic analysis indicates the benefits of limiting global warming far outweigh the cost of doing so, in one case by 70-1 (a good summary is here). (Again, this is something Fisher has considered in the past as he once said it would be cheaper to move people from the Pacific and put them in condos on the Gold Coast than act on climate change.) So, as we head into another cycle of climate change politics in Canberra, beware the economic doomsayers and the threats from industry groups that credible action will be a “wrecking ball” to the economy. To be glib, no one said saving the Earth would be free. Acting on climate change will have costs but the costs of not acting will be far, far larger. Better that we come together and manage a fair and effective transition than continuing to delay and pay a much, much greater bill later. Erwin Jackson is director of policy at Investor Group on Climate Change."
"Green groups say Australia’s biggest coal producer Glencore should commit to withdrawing from new coalmining projects if it is serious about aligning its business with the goals of the Paris agreement. The company has moved to cap its output of thermal and coking coal at current production levels of 145m tonnes a year after pressure from investors who want companies to take stronger action and factor in the financial risks of climate change.  Glencore says the decision to cap coal production and focus investment on commodities including nickel, copper and cobalt used in the renewables industry does not mean it intends to drop greenfield coal projects in Australia, such as its Wandoan coal project in Queensland’s Surat Basin. The project has been on hold for several years for economic reasons because it would require investment for both the mine and associated new infrastructure. In New South Wales, the company’s proposal for the expanded United Wambo Project in the Hunter Valley is being assessed by the NSW Independent Planning Commission and the forecast tonnes of that project are already contained within the 145MT cap. “Glencore has been very clear that we closely consider market conditions before bringing on new coal projects as they need to be economically sustainable over a long period,” a company spokesman said following the announcement. “As older mines in our portfolio come to the end of their economic life, all coal projects will be considered. This includes our Wandoan Coal Project.” Lock the Gate, which has been campaigning for communities that would be affected by the Wandoan or United Wambo projects, said the company’s statement on Wednesday sent “a powerful signal that thermal coal is in decline globally”. But Carmel Flint, the group’s campaign coordinator, said it may not go far enough, because deep cuts were needed to meet Paris climate targets, “and maintaining current levels of production is not sufficient to deliver on that”.“The true test of the statement will be in whether Glencore acts immediately to withdraw from new coalmining projects it has on its books – especially the proposed Wandoan coal project on the Western Downs of Queensland and the United Wambo project in the Hunter Valley in NSW,” she said. The Australian Conservation Foundation said the company had been “dragged” by investors to implement a cap and it should be a warning to promoters of coal in public debate, including the Morrison government. “As a result of this decision Glencore should make an unequivocal announcement that controversial greenfield coalmine proposals in Australia that local communities have been opposing for years, such as Wandoan on prime farming country in Darling Downs, will not proceed,” ACF’s climate and energy program manager Gavan McFadzean said. Rod Campbell, research director at the Australia Institute, said “it’s not like Glencore has suddenly gone green”. “But I think they’re getting good publicity out of some very sensible thinking that coal production doesn’t need to increase,” he said. “It’s only in the bizarre energy politics of Australia that this is really big news.” Glencore’s announcement is one of a number by major companies in recent months – including BP, Shell and Maersk – about their responsibilities around climate change. It follows work by the Climate Action 100+, an investor initiative pushing the world’s biggest emitters to reduce emissions and improve financial disclosures related to climate change. Emma Herd, the chief executive of the Investor Group on Climate Change and a member of the Climate Action 100+ steering committee, said more companies would be making similar statements in the future. “I can definitely say there will be more announcements in the months ahead from very big companies related to climate change,” she said. “People tend to think of this as climate activism or investor activism but actually what it is is these are very big, very mainstream investors who want very big and mainstream companies to have a plan on climate change. “This is some of Australia’s and the world’s biggest institutional investors and pension funds saying you have to have a plan on climate change. They’re asking because they’re trying to manage risk in their own portfolios.” Energy research and consulting firm Wood Mackenzie said Glencore’s announcement suggested it was chasing “value over volume” because of its dominant position in the premium thermal coal market. “In a 2C scenario, premium thermal coal demand is expected to be resilient compared to other coal types,” research director Prakash Sharma said. “That means companies holding on to high-energy thermal coal assets stand to gain and will realise higher prices. Glencore sits comfortably in that space due to its competitive cost position.”"
"Climate change was responsible for the majority of under-reported humanitarian disasters last year, according to analysis of more than a million online news stories. Whole populations were affected by food crises in countries ravaged by by drought and hurricanes such as Ethiopia and Haiti, yet neither crisis generated more than 1,000 global news stories each. In Madagascar, more than a million people went hungry as corn, cassava and rice fields withered under drought and severe El Niño conditions. Almost half the country’s children have been stunted, but their suffering sparked few headlines. Sven Harmeling, the climate change lead for Care International, which commissioned the report, said: “Not only are the people who live in the world’s poorest countries most vulnerable to climate change, but they are also the least equipped to address its increasing impacts. Media must not turn a blind eye to such crises and the role of climate change.” Asad Rehman, the executive director of War on Want, blamed a “climate change reporting that prefers pictures of polar bears to those we are killing with our inaction”. He said: “Climate change has long had its fingerprints over untold killer floods, droughts and famines. Unfortunately the people being sacrificed every day to the climate crisis are those least responsible for it. They have been deliberately made invisible because the lives of those with black and brown skins simply don’t matter.” Around the world, extreme weather events claimed about 5,000 lives in 2018, and left almost 29 million people in need of humanitarian aid and emergency assistance. The Care report links climate change to civil disasters in Sudan, Chad, the Philippines, Madagascar and Ethiopia, and says it played an exacerbating role in Haiti. Nine of the 10 most neglected tragedies occurred in countries in the Africa Caribbean and Pacific (ACP) group of states. Dr Viwanou Gnassounou, the ACP’s assistant secretary general, said: “We try always to show that these disasters are linked to climate change but we have to fight to get our points heard. We have not been very successful until now. The [media] coverage is poor and [reported] in terms of ‘disaster’ – not linked to climate change or its consequences.” Gnassounou, who is also the ACP’s sustainable development spokesman, said that donor countries sometimes implicitly linked crisis aid to silence about climate change. “They will never say it formally but it is part of the conversation,” he said. “They prefer that you condemn yourself by saying that you did not have a proper policy to prevent disaster and now you need their support.” Scientists have tended to be wary of attributing individual weather events to global warming but many are increasingly reluctant to underplay trends in line with climate models. Last year, the European Academies Science Advisory Council said climate change this decade had been “fundamentally responsible” for driving a 50% increase in flood frequencies and a similar surge in storms, droughts and heatwaves. In July, the World Meteorological Organisation described extreme heatwave conditions as “consistent with what we expect as a result of climate change”. Later that month, one of the world’s leading climate scientists, Prof Michael Mann, described accelerating extreme weather events as “the face of climate change”. However, Dr Friederike Otto, the deputy director of Oxford University’s environmental change institute, added a note of caution. She said: “Not every humanitarian disaster has climate change as a major player. Some are actually being made less likely by climate change. And in some, climate change only plays a minor – if any – role.”"
"There’s an inspiring new slogan gaining traction among venerated pundits and politicians of a certain age that claim steadfast commitment to the cause of stopping catastrophic climate change: “Get off my lawn.”  Most recently, California senator Dianne Feinstein, 85, scolded a group of middle-schoolers with the group Youth v Apocalypse, who had joined the Sunrise Movement to call on Feinstein to back a resolution in the Senate supporting a Green New Deal. In a now infamous exchange, Feinstein barked that “I know what I’m doing” and that she has “been doing this for 30 years”, so they better just bugger off and let the adults work. (To be fair, the video was edited to comply with Twitter’s content guidelines. In the full clip she also offers them an internship.) When Alexandria Ocasio-Cortez and Senator Ed Markey introduced their resolution for the Green New Deal, House speaker Nancy Pelosi, 78, off-handedly called it the “green dream or whatever”, before backtracking later in the day and voicing support for the enthusiasm of the idea – just not the resolution itself. Months earlier, Congressman Frank Pallone, 67, battled Ocasio-Cortez’s resolution to create a select committee on the Green New Deal based on unfounded, territorial fears that it would undermine the authority of his prized energy and commerce committee. Former Fed chairwoman Janet Yellen, 72, recently told the Financial Times the Green New Deal was simply too expensive to work, joining a record number of economists in backing a modest carbon tax as the more “feasible” and “sensible” option. New York Times columnist Gail Collins, 72, mused that Green New Deal campaigners would be better off sticking to “one really important climate-control thought”, perhaps – she spitballed – wind power: “If the country really threw itself into wind power, we could, er, breeze toward our goals on that alone.” None of these figures deny climate change in the conventional sense of spouting junk science from rightwing thinktanks. They have all agreed publicly and even forcefully that climate change is a pressing issue, and that human activity is its cause. Several have been vocal advocates for climate action of one sort or another. But none have proposed a workable alternative to the economy-wide mobilization the Green New Deal sets out to accomplish, to rapidly electrify the American economy and reach net-zero carbon emissions by 2030. Details still need to be worked out on that plan, of course. But it remains the only idea on the table even remotely approaching the “wartime footing” climate scientists are increasingly insistent is necessary to avert catastrophe. The kids, in other words, are right. They will also be the ones forced to live with the consequences of the choices politicians make in the next several years. That’s not an unfamiliar dynamic in climate politics. Residents of climate vulnerable nations who are already dealing with rising tides and temperatures have long been the ones pushing for the most ambitious action at the international level, chanting “1.5 to survive” through the halls of UN climate talks. Communities in the US forced to live with the health impacts of extraction – from Houston to the Bay Area – have for years sought an end to the drilling that’s threatening to cook us. As they have in the last few weeks, adults in the room – whether US negotiators at the UN or big beltway conservation organizations – have in each case offered sage counsel: be realistic! Yet realism on climate means something different than it did even a decade or two ago, when a modest carbon tax and a smattering of tax credits might have gotten the job done. As the IPCC noted in its latest report, avoiding climate breakdown at this point will mean a “rapid, far-reaching and unprecedented changes in all aspects of society”, including massive investments in renewable energy and new technology and going to war with the world’s most powerful industry, fossil fuels. Thankfully, Sunrise, Ocasio-Cortez and other Green New Deal advocates are updating our shared definition of what being realistic in a climate-changed 21st century looks like. The adults in the room would do well to listen. Kate Aronoff is a freelance writer"
"Australians have paid about $2m from the Morrison government’s emissions reduction fund, now rebadged as a “climate solutions” policy, to mining giant Rio Tinto for a diesel-fired power station at a mine in Arnhem Land. The multinational company qualified for climate funding to help pay for the fossil fuel plant at its Gove Peninsula bauxite mine despite the generator being commissioned before the fund opened.  It is one of several fossil fuel developments by large companies registered with the fund, which the then prime minister Tony Abbott introduced to pay farmers and businesses to cut greenhouse gases below what they otherwise would have been. Environmentalists and academics are calling for the scheme to be scrapped or narrowed so it does not support fossil fuel projects and includes a tougher test of whether developments would have gone ahead without public money. National emissions have risen each year since the fund was introduced with an initial $2.55bn four years ago. The prime minister, Scott Morrison, announced on Monday the fund would be renamed and receive an extra $2bn over a decade, or $200m a year. Rio Tinto has received carbon credits and related payments for a 24MW diesel power station built in 2014 after it closed an alumina refinery and heavy fuel oil generator. A 180MW heavy fuel oil station had provided electricity and stream for the refinery, mine and the town of Nhulunbuy and nearby Indigenous communities. The fuel was expensive and contributed to the refinery becoming unviable. Rio Tinto considered replacing it with gas but could not reach an agreement with the Northern Territory government on a supply deal. In December 2014, the company announced it had installed the smaller diesel plant, saying it was “better suited to the needs of our operations and the community”. The plant was registered with the emissions reduction fund 10 months after starting operation and has since sold 188,221 carbon credits to the government through the fund, estimated to be worth about $2m. Projects that receive backing from the fund are required to be new. Asked why Rio Tinto had been allowed to register a diesel plant that was already operating, the Clean Energy Regulator, which administers the fund, said the company was required only to give a “notice of intent” before the project started. A Rio Tinto spokesman said it did this in August 2014, more than a year before its registration under the fund was formalised and became public. He said eligibility for carbon credits informed the decision to build the plant, which had resulted in a reduction in emissions of about 215,000 tonnes. Paul Burke, an economist at the Australian National University’s Crawford School of Public Policy, said it was clear from when the emissions reduction fund was introduced that it could lead to “anyway projects” – developments that would have existed regardless – getting public money. He said the fund was better suited to a niche role paying for emissions cuts from activities that could not easily covered by other policies. “This type of subsidy scheme is much more useful for projects such as savannah burning,” he said. “We have much smarter policies available for the electricity sector and large industrial projects.” In the case of Rio Tinto, he said: “A carbon price would have fully given them the incentive to do this project if they needed an additional nudge. It would have been a smarter approach.” Cash from the fund is distributed through reverse auctions, with the cheapest cuts proposed winning contracts. Across eight auctions, $476m has been paid and another $1.8bn contracted, with $226m left unspent. A Guardian Australia investigation last year found it was at best often unclear if the fund was offering value for money. Some methodologies paid for cuts that would have happened anyway. Others have had any cuts more than wiped out by increases in pollution allowed elsewhere. More recently, it revealed Vales Point coal-fired power plant had registered a proposal to upgrade some turbines and South African gold miner Gold Fields is receiving climate funding for a gas-fired power plant it says it would have built anyway. Asked on Monday whether climate funding should help miners pay for gas plants they would have built anyway, the environment minister, Melissa Price, told ABC radio that most of the money had gone to land projects. She said the fund was a good environmental and economic policy. It was part of a $3.5bn suite of climate measures announced by the prime minister, including support for pumped hydro storage, a second Bass Strait electricity cable and promised energy efficiency and electric vehicle programs. Tim Baxter, an associate with the Australian-German Climate and Energy College, said a further issue with the payments to Rio Tinto is that the site was also covered by the safeguard mechanism, which is meant to ensure industrial facilities do not increase their pollution above business-as-usual levels. Major emitters that breach an agreed baseline are supposed to buy carbon credits to offset the increase. But the mechanism has been criticised as lax for allowing companies to nominate their baselines. Baxter said in the case of companies both covered by the safeguard mechanism and registered under the emissions reduction fund, taxpayers ended up paying polluters to make cuts they were supposed to pay for themselves to meet their baselines. Rio Tinto’s Gove operation fell into this category. “In this situation, the fund is no longer delivering actual carbon reductions,” he said. “It’s literally paying people to do what they already had to do.”"
"Al Gore continued an environmental justice tour with a visit to poor areas of Alabama – and warned that already dire conditions are set to worsen because of climate change.  The former vice-president met people in Hayneville, near Montgomery, and heard them describe dire sanitary conditions as open pools of sewage pockmarked their lawns after a night of heavy rain. Later Gore told a town hall gathering that he found the conditions “shocking and tragic”. It’s all connected to the climate crisis, he told the 100-plus crowd crowd, referencing “rain bombs” from the ever-growing number of annual hurricanes hitting the south-east. Gore visited with civil rights campaigner the Rev William Barber, and Catherine Flowers, the director and founder of Alabama Center for Rural Enterprise. Gore drew connections between poverty, ecological devastation and systemic social inequality. Lowndes county’s open-piping sewage – and its long-term effect residents’ health – has been documented by reports from the United Nations and studies on tropical diseases which show that some illnesses such as hookworm are making a comeback in areas where it was once thought eradicated. “This looks like the civil rights movement never took,” Barber said, staring down at the patchwork of sewage at his feet and walking around the brown liquid taking up much of the street. The area feet away from this neighborhood, Barber said, made up the route of the march Martin Luther King took from Selma to Montgomery in the 1960s. There is very little sewage infrastructure in Lowndes county, Flowers told the Guardian, echoing similar sentiments from 2017 when she estimated 80% of the county remained uncovered by a municipal sewerage system, leaving some residents to find their own solutions. “The problems that are visible [in Hayneville] and the solutions that would work here are integrally connected to the problems that are being seen in the world right now, and the solutions that would work right now,” Gore said, explaining why he chose to visit. Jerome Means, a 63-year-old African American resident showed Gore the sewage running into his yard and home. Behind his one-storey brick home is a sewage lagoon, a pond full of raw, brown liquid. Gore asked him how many times it had to be pumped. “Three times a week!” Gore shouted in disbelief when he heard the answer, his voice rising. On top of that, Means, a retired city employee who has lived in Hayneville for 20 years, pays a “sewage fee” to avoid such overflows. “The problem is that, in these communities, they’ve applied these cheap fixes that don’t work,” Flowers said. “And with climate change it has only gotten worse.” A sewage truck comes by every three days to pump out the mess, Meanes explained. “If not, it would fill out the yard.” As if on cue, a few minutes later, a sewage truck came by and its driver greeted Means by name. Across the street, 70-year-old Charlie May Holcombe keeps her great-grandchildren away from their outdoor swing set as sewage covers its base. She can’t remember the last time the children were able to play outside the home. And they’re not even safe from sewage inside the house. “I’ve replaced the carpet more times than I can count,” Holcombe, a great-grandmother, said as she sat the top of her driveway, just feet away from the sewage line. Her great-grandchildren ran toward the chain-link fence, trying to play in the brown liquid, but Holcombe shooed them away. “Nobody cares about us,” she told Barber and Gore. Both men each took a hand and listened as she cried. “We’re going to try to get help,” Gore said. “Almost every person is dying from cancer, asthma, heart trouble. I tell you something is wrong. All of us are suffering from the same thing,” Holcombe said. “Why is nobody researching it?” she kept asking. Holcombe has congenital heart disease. Gore said the area needed a systemic solution – not emergency stop-gaps like sewage trucks. “The cost of sending that truck out there three days a week instead of treating the asthma, cancer and other diseases that doctors suspect are so strongly related to these conditions … you add up all those costs, just on sheer economic ground alone, it would make sense to fix this and extend the sewage treatment infrastructure out there,” he said. Before Means goes back into his house, he told the Guardian he was leaving his home in Hayneville but was unsure where he will go. He said he was tired of the constant struggle with sewage, the stench, the frustration. Though Means had not told Gore he was leaving, Gore alluded to Means’ plight later in the day. “Maybe we need to treat them as environmental refugees,” he said."
"Hundreds of youth climate activists marched on Senate majority leader Mitch McConnell’s Washington office and 42 of them were arrested by police, according to organizers. The protesters – who planned for the arrests – were led with their hands behind their backs to a police bus as supporters chanted: “Which side are you on now? Which side are you on?” They filled the Republican leader’s office and the hallway outside, with constituents from his home state of Kentucky telling stories about poverty and their fears of the human cost of climate change.  The group, the Sunrise Movement, which included high schoolers, demanded to talk to McConnell about the Green New Deal (GND), a proposal introduced by Representative Alexandria Ocasio-Cortez and Senator Ed Markey. The GND would radically reduce greenhouse gases and try to lessen social inequity. Republicans have condemned it, and some Democrats have said it is not feasible in the 10-year timeframe proposed. McConnell has said the Senate will vote on the proposal, in a move that could put centrist Democrats in a difficult position. The Sunrise Movement called McConnell’s plans for a vote a “shameful ploy”. They say he has fought any action to stall global warming. A staffer greeted the group and took down contact information. Protesters from Kentucky said they have repeatedly sought meetings with McConnell. Robert Steurer, a spokesman for McConnell, said: “As with all Kentuckians visiting DC, we welcomed them to the office today. It’s worth noting that two weeks before, Senator McConnell had already announced that he will be bringing the Green New Deal up for a vote in the US Senate. Also last week, Senator McConnell’s state director met with a group of students from the organization in the Louisville office to discuss the issue.” One protester from Kentucky, Jenny Bencomo-Suarez, yelled inside McConnell’s office: “He has not answered a damn voicemail.” She said: “He has consistently denied access to us – access to resources, access to jobs, living wages, healthcare and the right to sustain ourselves in a livable, breathable future.” Destine Rigsby, a 17-year-old from Louisville, said of McConnell, who did not appear: “You line your pockets while we die in floods and choke on the air we breathe, yet you don’t even have the decency to look us in the eyes.” Last week, California Democratic senator Dianne Feinstein faced criticism over her response to a group of children and teenagers from Sunrise who were also asking her to support the GND. A video of the incident went viral on Twitter after Feinstein appeared to lecture the youngsters. The group later accused her of reacting “with smugness + disrespect”."
